title,genres,overview,cast,director,keywords,vote_average,poster_path,language,industry
Little Ashes (2008),Drama,Movie with genres Drama. User tags: ,,,,5.0,,English,Hollywood
Our Family Wedding (2010),Comedy,Movie with genres Comedy. User tags: ,,,,3.0,,English,Hollywood
"Bounty Hunter, The (2010)",Action Comedy Romance,Movie with genres Action Comedy Romance. User tags: ,,,,5.5,,English,Hollywood
Leaves of Grass (2009),Comedy Crime Drama Thriller,Movie with genres Comedy Crime Drama Thriller. User tags: ,,,,6.33,,English,Hollywood
Women in Trouble (2009),Comedy,Movie with genres Comedy. User tags: ,,,,4.0,,English,Hollywood
Mondo Cane (1962),Documentary,Movie with genres Documentary. User tags: ,,,,4.0,,English,Hollywood
Repo Men (2010),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,7.0,,English,Hollywood
Case 39 (2009),Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,1.0,,English,Hollywood
Oceans (Océans) (2009),Documentary Drama,Movie with genres Documentary Drama. User tags: ,,,,8.0,,English,Hollywood
"Slammin' Salmon, The (2009)",Comedy,Movie with genres Comedy. User tags: ,,,,7.0,,English,Hollywood
Hot Tub Time Machine (2010),Comedy Sci-Fi,Movie with genres Comedy Sci-Fi. User tags: ,,,,6.6,,English,Hollywood
Mother (Madeo) (2009),Crime Drama Mystery Thriller,Movie with genres Crime Drama Mystery Thriller. User tags: ,,,,10.0,,English,Hollywood
How to Train Your Dragon (2010),Adventure Animation Children Fantasy IMAX,Movie with genres Adventure Animation Children Fantasy IMAX. User tags: ,,,,7.89,,English,Hollywood
"Bone Man, The (Der Knochenmann) (2009)",Crime Thriller,Movie with genres Crime Thriller. User tags: ,,,,9.0,,English,Hollywood
Micmacs (Micmacs à tire-larigot) (2009),Comedy Crime,Movie with genres Comedy Crime. User tags: ,,,,7.5,,English,Hollywood
Clash of the Titans (2010),Action Adventure Drama Fantasy,Movie with genres Action Adventure Drama Fantasy. User tags: ,,,,4.62,,English,Hollywood
Kick-Ass (2010),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,7.3,,English,Hollywood
Date Night (2010),Action Comedy Romance,Movie with genres Action Comedy Romance. User tags: ,,,,6.64,,English,Hollywood
"Emperor's New Groove 2: Kronk's New Groove, The (2005)",Animation Children Comedy Romance,Movie with genres Animation Children Comedy Romance. User tags: ,,,,9.0,,English,Hollywood
Steam of Life (Miesten vuoro) (2010),Documentary,Movie with genres Documentary. User tags: ,,,,7.0,,English,Hollywood
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action Adventure Comedy,Movie with genres Action Adventure Comedy. User tags: ,,,,7.0,,English,Hollywood
American Drug War: The Last White Hope (2007),Crime Documentary,Movie with genres Crime Documentary. User tags: ,,,,6.0,,English,Hollywood
"Runaways, The (2010)",Drama Musical,Movie with genres Drama Musical. User tags: ,,,,7.0,,English,Hollywood
Wild China (2008),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
Death at a Funeral (2010),Comedy,Movie with genres Comedy. User tags: ,,,,6.5,,English,Hollywood
Valhalla Rising (2009),Action Drama War,Movie with genres Action Drama War. User tags: ,,,,5.0,,English,Hollywood
Diary of a Wimpy Kid (2010),Children Comedy,Movie with genres Children Comedy. User tags: ,,,,7.0,,English,Hollywood
"Union: The Business Behind Getting High, The (2007)",Comedy Documentary,Movie with genres Comedy Documentary. User tags: ,,,,7.0,,English,Hollywood
Disgrace (2008),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
"Losers, The (2010)",Action Adventure Drama Mystery Thriller,Movie with genres Action Adventure Drama Mystery Thriller. User tags: ,,,,6.0,,English,Hollywood
"Last Song, The (2010)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Cyrus (2010),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,5.0,,English,Hollywood
"Human Centipede, The (First Sequence) (2009)",Horror,Movie with genres Horror. User tags: ,,,,1.0,,English,Hollywood
Exit Through the Gift Shop (2010),Comedy Documentary,Movie with genres Comedy Documentary. User tags: ,,,,8.08,,English,Hollywood
Iron Man 2 (2010),Action Adventure Sci-Fi Thriller IMAX,Movie with genres Action Adventure Sci-Fi Thriller IMAX. User tags: ,,,,7.02,,English,Hollywood
MacGruber (2010),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,6.0,,English,Hollywood
Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy,Movie with genres Comedy. User tags: ,,,,9.0,,English,Hollywood
"Sky Crawlers, The (Sukai kurora) (2008)",Adventure Animation Drama,Movie with genres Adventure Animation Drama. User tags: ,,,,5.0,,English,Hollywood
Cargo (2009),Sci-Fi,Movie with genres Sci-Fi. User tags: ,,,,7.0,,English,Hollywood
"Nightmare on Elm Street, A (2010)",Fantasy Horror Thriller,Movie with genres Fantasy Horror Thriller. User tags: ,,,,2.5,,English,Hollywood
Four Lions (2010),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
St Trinian's 2: The Legend of Fritton's Gold (2009),Adventure Comedy,Movie with genres Adventure Comedy. User tags: ,,,,4.0,,English,Hollywood
12 Angry Men (1997),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,10.0,,English,Hollywood
Robin Hood (2010),Action Adventure Drama Romance War,Movie with genres Action Adventure Drama Romance War. User tags: ,,,,6.33,,English,Hollywood
Lovers & Leavers (Kuutamolla) (2002),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Merantau (2009),Action Drama,Movie with genres Action Drama. User tags: ,,,,8.0,,English,Hollywood
Stingray Sam (2009),Comedy Musical Sci-Fi Western,Movie with genres Comedy Musical Sci-Fi Western. User tags: ,,,,8.0,,English,Hollywood
Cemetery Junction (2010),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Blue Valentine (2010),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,5.6,,English,Hollywood
Killers (2010),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,4.5,,English,Hollywood
Buried (2010),Mystery Thriller,Movie with genres Mystery Thriller. User tags: ,,,,7.0,,English,Hollywood
Shake Hands with the Devil (2007),Drama War,Movie with genres Drama War. User tags: ,,,,5.0,,English,Hollywood
Prince of Persia: The Sands of Time (2010),Action Adventure Fantasy Romance IMAX,Movie with genres Action Adventure Fantasy Romance IMAX. User tags: ,,,,5.77,,English,Hollywood
Please Give (2010),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.0,,English,Hollywood
Baarìa (2009),Comedy Drama War,Movie with genres Comedy Drama War. User tags: ,,,,9.0,,English,Hollywood
Ricky Gervais Live: Animals (2003),Comedy,Movie with genres Comedy. User tags: ,,,,7.0,,English,Hollywood
Sex and the City 2 (2010),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,2.0,,English,Hollywood
Get Him to the Greek (2010),Comedy,Movie with genres Comedy. User tags: ,,,,7.1,,English,Hollywood
Unthinkable (2010),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,6.0,,English,Hollywood
"Back-up Plan, The (2010)",Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,6.0,,English,Hollywood
Splice (2009),Horror Sci-Fi Thriller,Movie with genres Horror Sci-Fi Thriller. User tags: ,,,,7.0,,English,Hollywood
Letters to Juliet (2010),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,5.67,,English,Hollywood
Exam (2009),Mystery Thriller,Movie with genres Mystery Thriller. User tags: ,,,,7.6,,English,Hollywood
Jonah Hex (2010),Action Drama Thriller Western,Movie with genres Action Drama Thriller Western. User tags: ,,,,3.75,,English,Hollywood
"A-Team, The (2010)",Action Comedy Thriller,Movie with genres Action Comedy Thriller. User tags: ,,,,6.29,,English,Hollywood
Toy Story 3 (2010),Adventure Animation Children Comedy Fantasy IMAX,Movie with genres Adventure Animation Children Comedy Fantasy IMAX. User tags: ,,,,8.22,,English,Hollywood
Ricky Gervais Live 3: Fame (2007),Comedy,Movie with genres Comedy. User tags: ,,,,6.0,,English,Hollywood
Winter's Bone (2010),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,6.88,,English,Hollywood
"Scalphunters, The (1968)",Comedy Western,Movie with genres Comedy Western. User tags: ,,,,9.0,,English,Hollywood
Barking Dogs Never Bite (Flandersui gae) (2000),Comedy Horror,Movie with genres Comedy Horror. User tags: ,,,,7.0,,English,Hollywood
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure Animation Children Comedy Fantasy IMAX,Movie with genres Adventure Animation Children Comedy Fantasy IMAX. User tags: ,,,,7.14,,English,Hollywood
TiMER (2009),Comedy Drama Fantasy Romance,Movie with genres Comedy Drama Fantasy Romance. User tags: ,,,,7.5,,English,Hollywood
Best Worst Movie (2009),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
"Twilight Saga: Eclipse, The (2010)",Fantasy Romance Thriller IMAX,Movie with genres Fantasy Romance Thriller IMAX. User tags: ,,,,4.9,,English,Hollywood
Enter the Void (2009),Drama,Movie with genres Drama. User tags: ,,,,10.0,,English,Hollywood
"Last Airbender, The (2010)",Action Adventure Fantasy,Movie with genres Action Adventure Fantasy. User tags: ,,,,3.83,,English,Hollywood
Endgame (2009),Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary,Movie with genres Documentary. User tags: ,,,,9.0,,English,Hollywood
South Park: Imaginationland (2008),Animation Comedy Fantasy,Movie with genres Animation Comedy Fantasy. User tags: ,,,,8.0,,English,Hollywood
Predators (2010),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,6.6,,English,Hollywood
When You're Strange (2009),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
Despicable Me (2010),Animation Children Comedy Crime,Movie with genres Animation Children Comedy Crime. User tags: ,,,,7.37,,English,Hollywood
Inception (2010),Action Crime Drama Mystery Sci-Fi Thriller IMAX,Movie with genres Action Crime Drama Mystery Sci-Fi Thriller IMAX. User tags: Leonardo DiCaprio action alternate reality big budget cerebral clever complicated dead wife dreamlike great soundtrack heist intellectual mindfuck philosophy psychological psychology sci-fi surreal suspense thought-provoking visually appealing,,,Leonardo DiCaprio action alternate reality big budget cerebral clever complicated dead wife dreamlike great soundtrack heist intellectual mindfuck philosophy psychological psychology sci-fi surreal suspense thought-provoking visually appealing,8.13,,English,Hollywood
Grown Ups (2010),Comedy,Movie with genres Comedy. User tags: ,,,,6.9,,English,Hollywood
"Sorcerer's Apprentice, The (2010)",Action Adventure Children Comedy Fantasy,Movie with genres Action Adventure Children Comedy Fantasy. User tags: ,,,,6.9,,English,Hollywood
Knight and Day (2010),Action Comedy Romance,Movie with genres Action Comedy Romance. User tags: ,,,,6.83,,English,Hollywood
"Karate Kid, The (2010)",Action Children Drama,Movie with genres Action Children Drama. User tags: ,,,,5.0,,English,Hollywood
"Kids Are All Right, The (2010)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,5.83,,English,Hollywood
"Serbian Film, A (Srpski film) (2010)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,4.5,,English,Hollywood
Cherrybomb (2009),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,5.0,,English,Hollywood
Batman: Under the Red Hood (2010),Action Animation,Movie with genres Action Animation. User tags: ,,,,7.33,,English,Hollywood
Salt (2010),Action Thriller,Movie with genres Action Thriller. User tags: ,,,,5.93,,English,Hollywood
"No. 1 Ladies' Detective Agency, The (2008)",Comedy Crime Mystery,Movie with genres Comedy Crime Mystery. User tags: ,,,,6.0,,English,Hollywood
Watch Out for the Automobile (Beregis avtomobilya) (1966),Comedy Crime Romance,Movie with genres Comedy Crime Romance. User tags: ,,,,8.0,,English,Hollywood
Mr. Nobody (2009),Drama Fantasy Romance Sci-Fi,Movie with genres Drama Fantasy Romance Sci-Fi. User tags: ,,,,8.29,,English,Hollywood
Dinner for Schmucks (2010),Comedy,Movie with genres Comedy. User tags: ,,,,6.57,,English,Hollywood
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,8.0,,English,Hollywood
Hellsinki (Rööperi) (2009),Crime,Movie with genres Crime. User tags: ,,,,6.0,,English,Hollywood
Ip Man 2 (2010),Action,Movie with genres Action. User tags: ,,,,6.0,,English,Hollywood
Ramona and Beezus (2010),Children Comedy,Movie with genres Children Comedy. User tags: ,,,,5.0,,English,Hollywood
"Rebound, The (2009)",Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.0,,English,Hollywood
"Other Guys, The (2010)",Action Comedy,Movie with genres Action Comedy. User tags: ,,,,6.52,,English,Hollywood
"Two Escobars, The (2010)",Crime Documentary,Movie with genres Crime Documentary. User tags: ,,,,7.0,,English,Hollywood
Paper Man (2009),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
"Expendables, The (2010)",Action Adventure Thriller,Movie with genres Action Adventure Thriller. User tags: ,,,,6.12,,English,Hollywood
Scott Pilgrim vs. the World (2010),Action Comedy Fantasy Musical Romance,Movie with genres Action Comedy Fantasy Musical Romance. User tags: Michael Cera geeky stylized video games,,,Michael Cera geeky stylized video games,7.41,,English,Hollywood
I Killed My Mother (J'ai tué ma mère) (2009),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Heartless (2009),Fantasy Horror Mystery Thriller,Movie with genres Fantasy Horror Mystery Thriller. User tags: ,,,,5.0,,English,Hollywood
Piranha (Piranha 3D) (2010),Action Horror Thriller,Movie with genres Action Horror Thriller. User tags: ,,,,4.33,,English,Hollywood
"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",Action Adventure Fantasy Mystery,Movie with genres Action Adventure Fantasy Mystery. User tags: ,,,,5.0,,English,Hollywood
Get Low (2009),Comedy Drama Mystery,Movie with genres Comedy Drama Mystery. User tags: ,,,,10.0,,English,Hollywood
"Joneses, The (2009)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.0,,English,Hollywood
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action Adventure Animation Fantasy Sci-Fi,Movie with genres Action Adventure Animation Fantasy Sci-Fi. User tags: ,,,,8.0,,English,Hollywood
"Last Exorcism, The (2010)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,8.0,,English,Hollywood
Sisters (Syostry) (2001),Action Crime Drama,Movie with genres Action Crime Drama. User tags: ,,,,10.0,,English,Hollywood
"American, The (2010)",Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,5.25,,English,Hollywood
Jackass 2.5 (2007),Comedy Documentary,Movie with genres Comedy Documentary. User tags: ,,,,8.33,,English,Hollywood
"Horde, The (La Horde) (2009)",Action Horror Thriller,Movie with genres Action Horror Thriller. User tags: ,,,,5.0,,English,Hollywood
"Switch, The (2010)",Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.33,,English,Hollywood
Machete (2010),Action Adventure Comedy Crime Thriller,Movie with genres Action Adventure Comedy Crime Thriller. User tags: ,,,,6.5,,English,Hollywood
Going the Distance (2010),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,6.33,,English,Hollywood
Resident Evil: Afterlife (2010),Action Horror Sci-Fi Thriller IMAX,Movie with genres Action Horror Sci-Fi Thriller IMAX. User tags: ,,,,6.29,,English,Hollywood
Princess (Prinsessa) (2010),Drama,Movie with genres Drama. User tags: ,,,,5.0,,English,Hollywood
"Social Network, The (2010)",Drama,Movie with genres Drama. User tags: good dialogue loneliness witty,,,good dialogue loneliness witty,7.77,,English,Hollywood
"Man Vanishes, A (Ningen Johatsu) (1967)",Documentary Drama Mystery,Movie with genres Documentary Drama Mystery. User tags: ,,,,8.0,,English,Hollywood
"Town, The (2010)",Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: FBI crime romance too much love interest,,,FBI crime romance too much love interest,7.91,,English,Hollywood
Easy A (2010),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,7.59,,English,Hollywood
Eat Pray Love (2010),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Howl (2010),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
I'm Still Here (2010),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
"Patrik Age 1.5 (Patrik 1,5) (2008)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,8.0,,English,Hollywood
Flipped (2010),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.67,,English,Hollywood
